AUDUSD,EURCHF,EURNOK,EURSEK,EURUSD,GBPUSD,NZDUSD,USDCAD,USDJPY
0.7726,1.5549,8.2065,9.124,1.294,1.8687,0.7139,1.2142,106.35
0.772,1.5545,8.2065,9.124,1.2945,1.8699,0.7135,1.215,106.32
0.7715,1.5555,8.2065,9.124,1.2943,1.8694,0.7135,1.2153,106.44
0.7715,1.5545,8.2065,9.124,1.2936,1.8685,0.7128,1.2157,106.44
0.7713,1.5552,8.2075,9.124,1.2931,1.8685,0.7131,1.2163,106.43
0.7717,1.555,8.2075,9.124,1.2937,1.8691,0.7133,1.2163,106.38
0.7713,1.5554,8.2075,9.124,1.2932,1.8682,0.7131,1.2163,106.5
0.7713,1.5554,8.2075,9.1208,1.2937,1.8687,0.7128,1.2162,106.45
0.7715,1.5554,8.208,9.1208,1.2941,1.8694,0.7131,1.2162,106.43
0.7718,1.5554,8.208,9.1208,1.2943,1.8696,0.7149,1.2162,106.43
0.772,1.5554,8.208,9.1208,1.2942,1.8694,0.7129,1.2162,106.45
0.772,1.5554,8.208,9.1208,1.2939,1.869,0.7126,1.2162,106.45
0.7721,1.5549,8.208,9.1208,1.2943,1.8697,0.7126,1.2162,106.42
0.772,1.5551,8.207,9.1208,1.2949,1.87,0.7128,1.2162,106.4
0.7725,1.5548,8.207,9.1208,1.2945,1.87,0.7133,1.2161,106.35
0.7726,1.5548,8.206,9.1208,1.2945,1.8694,0.7133,1.2161,106.34
0.7723,1.5548,8.206,9.1208,1.2945,1.8695,0.7131,1.2156,106.37
0.7727,1.5548,8.206,9.1165,1.2944,1.8694,0.7134,1.2159,106.38
0.7726,1.5545,8.206,9.1203,1.2947,1.8689,0.7134,1.2165,106.38
0.7726,1.5545,8.206,9.1173,1.2952,1.8695,0.7135,1.216,106.36
0.7728,1.5541,8.206,9.1173,1.2957,1.8705,0.7135,1.216,106.39
0.7732,1.5541,8.206,9.1175,1.2957,1.8704,0.7135,1.2162,106.33
0.7731,1.5543,8.206,9.1181,1.2968,1.8718,0.7136,1.215,106.34
0.7735,1.5542,8.2065,9.1175,1.2967,1.8724,0.7151,1.215,106.37
0.7737,1.5544,8.2065,9.1184,1.2966,1.8716,0.7154,1.2144,106.36
0.7736,1.5544,8.2065,9.1169,1.2965,1.8713,0.7153,1.2139,106.4
0.7735,1.5542,8.2065,9.1174,1.2952,1.8703,0.7153,1.2139,106.43
0.7732,1.5545,8.2065,9.1168,1.2951,1.8699,0.7153,1.2143,106.45
0.7732,1.5545,8.2065,9.1167,1.2955,1.8705,0.7153,1.2156,106.44
0.7724,1.5546,8.2065,9.1155,1.2959,1.8714,0.7147,1.2158,106.39
0.7726,1.5538,8.2065,9.117,1.2955,1.8688,0.7147,1.2157,106.38
0.7725,1.5538,8.2062,9.1199,1.2956,1.8691,0.7144,1.2156,106.4
0.772,1.5547,8.2062,9.1199,1.2943,1.868,0.7141,1.2152,106.4
0.7719,1.5546,8.2062,9.1192,1.295,1.8698,0.7141,1.215,106.39
0.7719,1.5542,8.2075,9.1207,1.2958,1.87,0.7135,1.217,106.4
0.7721,1.5543,8.206,9.1221,1.2954,1.87,0.7133,1.2173,106.38
0.772,1.5543,8.206,9.1247,1.2952,1.8691,0.7135,1.2178,106.42
0.7721,1.5545,8.2075,9.1244,1.2952,1.8696,0.7135,1.2171,106.35
0.7719,1.5545,8.2095,9.1259,1.2954,1.8684,0.7133,1.2185,106.35
0.7719,1.5545,8.209,9.1267,1.2954,1.869,0.7133,1.2187,106.37
0.7715,1.5555,8.2102,9.1272,1.2954,1.8689,0.7133,1.2192,106.4
0.7715,1.5555,8.214,9.1282,1.2951,1.8685,0.7141,1.2189,106.36
0.7718,1.5555,8.214,9.1283,1.2956,1.8691,0.7141,1.2182,106.32
0.7718,1.5555,8.214,9.1273,1.2959,1.8696,0.7141,1.2182,106.32
0.7718,1.555,8.214,9.1291,1.2958,1.8695,0.7152,1.2182,106.35
0.7718,1.555,8.215,9.1298,1.2958,1.8695,0.7152,1.2182,106.4
0.7718,1.5551,8.214,9.1276,1.296,1.8696,0.7152,1.2182,106.4
0.7723,1.5551,8.214,9.1308,1.296,1.8696,0.7152,1.2182,106.4
0.7718,1.5551,8.214,9.1294,1.296,1.8711,0.7152,1.2184,106.4
0.7718,1.5551,8.214,9.1301,1.296,1.8711,0.7152,1.2184,106.4
0.7718,1.5551,8.214,9.1301,1.296,1.8711,0.7152,1.2184,106.4
0.7718,1.5551,8.214,9.1301,1.296,1.8711,0.7152,1.2184,106.4
0.7718,1.5551,8.214,9.1301,1.296,1.8711,0.7152,1.2184,106.4
0.772,1.555,8.214,9.1301,1.295,1.8701,0.7138,1.2183,106.58
0.772,1.5546,8.214,9.1301,1.2957,1.8697,0.7131,1.2183,106.52
0.7718,1.5546,8.214,9.1257,1.2955,1.8701,0.713,1.2183,106.55
0.7711,1.5548,8.214,9.1258,1.293,1.8676,0.7124,1.2192,106.62
0.7706,1.5549,8.21,9.1222,1.2908,1.8609,0.7102,1.2199,106.78
0.769,1.5546,8.21,9.1217,1.2894,1.8601,0.7088,1.2216,106.91
0.7688,1.555,8.21,9.1217,1.2892,1.861,0.7094,1.2215,106.97
0.7699,1.5554,8.21,9.1217,1.2898,1.8614,0.7103,1.2209,106.88
0.7697,1.5543,8.206,9.1217,1.2907,1.863,0.71,1.2208,106.83
0.77,1.5548,8.206,9.1217,1.2913,1.8634,0.7103,1.2206,106.81
0.7699,1.5552,8.206,9.1217,1.2909,1.8629,0.7101,1.2205,106.91
0.7701,1.5552,8.206,9.117,1.2909,1.8624,0.7092,1.2208,106.95
0.7707,1.5552,8.2093,9.1212,1.2915,1.8641,0.7091,1.2199,106.92
0.7704,1.5546,8.205,9.1212,1.2915,1.8632,0.7091,1.2191,106.95
0.7698,1.5543,8.205,9.1212,1.2902,1.8625,0.709,1.2205,107.04
0.7703,1.5549,8.2083,9.1217,1.2909,1.8622,0.71,1.2197,106.94
0.7706,1.5545,8.202,9.1207,1.2905,1.8624,0.7102,1.22,106.98
0.7701,1.5545,8.2025,9.1225,1.2908,1.8627,0.7098,1.2194,106.95
0.7699,1.5545,8.2025,9.1223,1.292,1.8635,0.7094,1.2197,106.87
0.7699,1.5545,8.2025,9.1223,1.2917,1.8629,0.7089,1.2199,106.9
0.7705,1.5545,8.2025,9.1237,1.2918,1.8639,0.7097,1.2201,106.91
0.7707,1.5539,8.2008,9.1237,1.2924,1.8642,0.71,1.2191,106.85
0.7705,1.5539,8.2008,9.1241,1.2918,1.8637,0.7102,1.219,106.88
0.7702,1.5539,8.2008,9.1183,1.2923,1.8642,0.7102,1.2191,106.88
0.771,1.5538,8.2008,9.1169,1.2929,1.8647,0.7113,1.2187,106.82
0.771,1.5539,8.2008,9.1192,1.2927,1.8643,0.7111,1.2171,106.79
0.7712,1.5539,8.2065,9.1218,1.2931,1.8647,0.7099,1.2187,106.81
0.7709,1.5543,8.2104,9.1217,1.2932,1.8651,0.7098,1.2189,106.72
0.7696,1.555,8.2055,9.1208,1.2898,1.8629,0.7089,1.2199,106.95
0.7687,1.555,8.2094,9.1197,1.2875,1.8615,0.7079,1.2232,107.05
0.7697,1.5539,8.215,9.1168,1.2884,1.8644,0.7088,1.2222,107.02
0.7694,1.553,8.211,9.1075,1.2875,1.8663,0.7088,1.2234,107
0.7699,1.5542,8.2134,9.1141,1.2877,1.8643,0.7089,1.2228,107.12
0.769,1.5537,8.2225,9.1113,1.2868,1.8641,0.7087,1.2247,107.18
0.7693,1.5538,8.231,9.11,1.2876,1.8661,0.7092,1.2246,107.24
0.7686,1.5533,8.2307,9.1098,1.2877,1.8656,0.7095,1.2238,107.26
0.7692,1.553,8.234,9.1135,1.288,1.8659,0.7098,1.2249,107.32
0.7694,1.553,8.2269,9.1142,1.2884,1.8662,0.7099,1.2234,107.31
0.7699,1.5527,8.2294,9.1144,1.2884,1.8658,0.7092,1.2227,107.3
0.769,1.5531,8.229,9.1189,1.2872,1.8648,0.7091,1.2234,107.24
0.7684,1.5528,8.2278,9.1193,1.2884,1.8653,0.7089,1.223,107.16
0.7678,1.5522,8.2285,9.1217,1.2877,1.8648,0.7068,1.2222,107.18
0.7681,1.5523,8.227,9.1173,1.2885,1.8653,0.7067,1.2191,107.21
0.7691,1.553,8.2253,9.1159,1.289,1.8661,0.7086,1.2194,107.22
0.7695,1.5525,8.2209,9.1131,1.2897,1.8662,0.7089,1.219,107.08
0.7692,1.5525,8.2122,9.1134,1.2898,1.8671,0.7082,1.2188,107.19
0.7681,1.5525,8.2155,9.1129,1.2892,1.8664,0.7063,1.2186,107.25
0.7679,1.5525,8.2155,9.1101,1.2895,1.8664,0.7056,1.2195,107.29
0.7677,1.5524,8.215,9.1138,1.2884,1.8658,0.7056,1.2194,107.32
0.769,1.5525,8.216,9.1124,1.2886,1.8666,0.7065,1.2177,107.34
0.7691,1.5518,8.215,9.116,1.2897,1.8673,0.7079,1.2184,107.36
0.7703,1.5515,8.215,9.1209,1.2915,1.8678,0.7092,1.2175,107.32
0.7703,1.5518,8.215,9.1232,1.2926,1.8687,0.7089,1.217,107.15
0.7704,1.5517,8.215,9.1232,1.2922,1.868,0.7088,1.2173,107.21
0.7706,1.5517,8.215,9.1238,1.2925,1.8686,0.7091,1.2173,107.16
0.771,1.5513,8.215,9.1276,1.2938,1.8689,0.7097,1.2167,107.09
0.7713,1.5515,8.216,9.1281,1.2946,1.8695,0.7099,1.2163,107.09
0.7716,1.5519,8.216,9.1252,1.2938,1.8696,0.7105,1.216,107.18
0.7711,1.5518,8.216,9.127,1.2937,1.8692,0.7101,1.2162,107.21
0.7709,1.5518,8.215,9.128,1.2937,1.8691,0.7089,1.2163,107.18
0.7705,1.5523,8.2168,9.1274,1.293,1.869,0.7091,1.217,107.19
0.7706,1.5518,8.2125,9.1309,1.2923,1.8681,0.7076,1.2173,107.21
0.7722,1.5523,8.2248,9.1258,1.2923,1.8692,0.7094,1.2134,107.24
0.7735,1.5518,8.225,9.129,1.2948,1.872,0.7101,1.2134,107.02
0.7738,1.5516,8.228,9.1305,1.2947,1.8724,0.7112,1.2115,107.03
0.7725,1.5519,8.2265,9.1339,1.2924,1.871,0.7093,1.2128,107.18
0.773,1.5521,8.228,9.1331,1.2932,1.8734,0.7102,1.2119,107.23
0.7729,1.5522,8.2285,9.1373,1.2937,1.8739,0.7105,1.212,107.16
0.7738,1.5523,8.2265,9.1352,1.2938,1.8737,0.7106,1.2126,107.13
0.7738,1.5521,8.228,9.1329,1.2939,1.8736,0.712,1.2127,107.1
0.7734,1.5523,8.2283,9.135,1.294,1.8743,0.7111,1.2116,107.13
0.7726,1.5523,8.232,9.135,1.2927,1.8749,0.7102,1.2126,107.2
0.7726,1.5519,8.2275,9.1281,1.2917,1.8727,0.7103,1.2153,107.26
0.7723,1.5522,8.2225,9.1238,1.2926,1.8737,0.7106,1.2139,107.26
0.7733,1.5523,8.2196,9.1297,1.293,1.8745,0.7121,1.2121,107.19
0.7729,1.5523,8.2183,9.1285,1.2927,1.8741,0.7115,1.2116,107.14
0.772,1.5524,8.2115,9.1276,1.2921,1.8738,0.7113,1.2112,107.33
0.7714,1.5546,8.1975,9.134,1.2913,1.8732,0.7113,1.2122,107.42
0.7709,1.5545,8.2001,9.1315,1.2909,1.8725,0.7105,1.2129,107.49
0.7713,1.5548,8.2113,9.1318,1.2915,1.8747,0.7111,1.2127,107.48
0.7725,1.5542,8.205,9.1324,1.292,1.8744,0.712,1.2133,107.44
0.7732,1.5543,8.2085,9.1334,1.2924,1.8759,0.7127,1.2134,107.42
0.7728,1.5545,8.2045,9.1322,1.2919,1.8751,0.7132,1.2132,107.48
0.7716,1.5542,8.2063,9.1317,1.2912,1.8753,0.7118,1.2138,107.52
0.7719,1.5542,8.2064,9.1305,1.2917,1.8748,0.7123,1.2129,107.54
0.7716,1.5541,8.2095,9.1345,1.2914,1.8751,0.712,1.2125,107.58
0.7717,1.554,8.2089,9.1341,1.292,1.8754,0.712,1.2125,107.55
0.772,1.5538,8.2092,9.1318,1.2932,1.8757,0.7121,1.2099,107.53
0.7716,1.5535,8.2088,9.134,1.293,1.8758,0.7118,1.2096,107.5
0.7718,1.5537,8.2104,9.1342,1.2924,1.8756,0.7114,1.211,107.49
0.7712,1.5534,8.2134,9.1338,1.2923,1.8747,0.7114,1.2112,107.58
0.7705,1.5534,8.2085,9.1309,1.292,1.8743,0.7092,1.2127,107.57
0.7707,1.5545,8.208,9.1349,1.2925,1.8739,0.7102,1.2119,107.53
0.7707,1.5532,8.2105,9.1326,1.2923,1.8743,0.71,1.2108,107.62
0.772,1.5533,8.2105,9.1343,1.294,1.8756,0.711,1.2101,107.38
0.7716,1.5533,8.213,9.1343,1.2937,1.8757,0.7108,1.2101,107.36
0.7723,1.553,8.2125,9.1343,1.2931,1.8746,0.7107,1.211,107.48
0.7726,1.5531,8.2125,9.1343,1.2938,1.8754,0.7108,1.2109,107.54
0.7714,1.5531,8.2125,9.1348,1.2927,1.8756,0.7104,1.2113,107.58
0.7715,1.5531,8.2125,9.1348,1.2932,1.8758,0.7107,1.211,107.54
0.7711,1.5535,8.2125,9.133,1.2935,1.876,0.7111,1.2107,107.43
0.7715,1.5534,8.2125,9.133,1.2938,1.8769,0.7108,1.2107,107.42
0.7728,1.5534,8.2125,9.133,1.2943,1.8769,0.7119,1.2106,107.39
0.7725,1.5533,8.2125,9.133,1.2949,1.8778,0.7117,1.2101,107.2
0.7724,1.5533,8.2115,9.1346,1.2949,1.878,0.712,1.2104,107.18
0.7725,1.5528,8.2115,9.1346,1.2948,1.8785,0.7121,1.2107,107.24
0.7725,1.5527,8.2115,9.1346,1.295,1.8792,0.7123,1.2106,107.2
0.7726,1.5528,8.2115,9.135,1.2949,1.8791,0.7123,1.2113,107.26
0.7734,1.5528,8.2085,9.1345,1.2949,1.879,0.7123,1.2113,107.28
0.7735,1.5524,8.208,9.1359,1.2959,1.8797,0.7125,1.211,107.23
0.7729,1.5528,8.1958,9.1364,1.2957,1.8793,0.7124,1.2111,107.28
0.773,1.5519,8.198,9.141,1.2958,1.8802,0.7123,1.2095,107.35
0.7733,1.5527,8.1927,9.1402,1.297,1.8803,0.7125,1.2095,107.22
0.7731,1.5528,8.1863,9.1391,1.2969,1.8797,0.7126,1.2062,107.28
0.7732,1.552,8.192,9.1412,1.2964,1.8796,0.7118,1.2075,107.29
0.7725,1.5513,8.1812,9.1403,1.2966,1.8784,0.7099,1.2092,107.4
0.7722,1.5518,8.185,9.1417,1.2969,1.8826,0.7111,1.2104,107.35
0.7709,1.5519,8.1845,9.1414,1.2937,1.8812,0.7106,1.2128,107.6
0.7718,1.5525,8.185,9.1428,1.2949,1.8809,0.7107,1.2111,107.54
0.7718,1.5522,8.1852,9.1359,1.2946,1.8806,0.7106,1.2124,107.58
0.772,1.552,8.1862,9.133,1.2938,1.8805,0.7106,1.2123,107.6
0.772,1.5516,8.1882,9.1305,1.2949,1.8816,0.7092,1.2117,107.6
0.7714,1.5513,8.1916,9.1333,1.2946,1.8825,0.7085,1.213,107.38
0.7725,1.5506,8.1943,9.1403,1.2946,1.8818,0.7103,1.2137,107.43
0.7727,1.5505,8.191,9.14,1.294,1.8802,0.7108,1.2138,107.48
0.7739,1.5488,8.1865,9.135,1.2971,1.8824,0.7119,1.2113,107.31
0.7735,1.5483,8.1911,9.1352,1.2973,1.8836,0.7116,1.2141,107.27
0.7732,1.5491,8.1868,9.1339,1.2962,1.8834,0.7108,1.217,107.41
0.7735,1.5491,8.1888,9.1342,1.2963,1.8838,0.7113,1.2177,107.37
0.7725,1.5498,8.192,9.1362,1.2946,1.8821,0.7098,1.2173,107.39
0.7716,1.5487,8.1933,9.1373,1.2942,1.8816,0.7096,1.2175,107.35
0.7717,1.549,8.1922,9.135,1.2944,1.8812,0.7108,1.2168,107.34
0.7717,1.5494,8.193,9.135,1.2946,1.8809,0.7102,1.2167,107.36
0.7716,1.5489,8.192,9.1339,1.2965,1.882,0.7096,1.2175,107.33
0.7711,1.5496,8.1915,9.1318,1.2951,1.8808,0.7094,1.2175,107.4
0.7716,1.5497,8.1909,9.1333,1.2949,1.8806,0.71,1.217,107.4
0.7713,1.55,8.1857,9.1322,1.294,1.88,0.7098,1.2175,107.45
0.7712,1.5498,8.1857,9.131,1.2934,1.8805,0.7086,1.2174,107.57
0.7705,1.5496,8.1861,9.1321,1.2929,1.8797,0.7081,1.2168,107.46
0.7702,1.5498,8.186,9.1312,1.2915,1.8792,0.7073,1.2178,107.53
0.7707,1.5499,8.1828,9.1294,1.2923,1.8795,0.708,1.2165,107.5
0.7707,1.5502,8.1828,9.129,1.2916,1.8786,0.7083,1.2166,107.56
0.7712,1.5499,8.1828,9.129,1.2921,1.879,0.7086,1.2175,107.56
0.7709,1.5502,8.1828,9.129,1.2913,1.8769,0.7089,1.2177,107.56
0.7711,1.5503,8.1828,9.129,1.2922,1.8792,0.7092,1.2177,107.56
0.7717,1.55,8.1828,9.1304,1.2925,1.8796,0.7092,1.2173,107.46
0.7721,1.55,8.1828,9.1304,1.2929,1.8798,0.7098,1.2169,107.25
0.7718,1.5494,8.1905,9.1309,1.293,1.8806,0.7092,1.2173,107.33
0.7716,1.5488,8.1905,9.131,1.2924,1.8796,0.7089,1.2173,107.17
0.7716,1.5489,8.187,9.131,1.2918,1.8801,0.709,1.217,107.11
0.7718,1.549,8.1885,9.131,1.2923,1.8796,0.7091,1.2172,107.13
0.7713,1.5492,8.1885,9.1324,1.2917,1.879,0.7086,1.2173,107.26
0.7714,1.5492,8.1885,9.1324,1.2922,1.8794,0.7086,1.2173,107.22
0.7719,1.5492,8.1885,9.1323,1.2929,1.8796,0.7087,1.2173,107.21
0.7717,1.5492,8.1875,9.1301,1.2924,1.8799,0.7088,1.2168,107.27
0.7716,1.5492,8.186,9.13,1.2917,1.8795,0.7087,1.2175,107.29
0.7716,1.5492,8.188,9.1315,1.2917,1.8792,0.7089,1.217,107.28
0.772,1.5488,8.19,9.1317,1.2923,1.8795,0.7082,1.217,107.13
0.7728,1.5494,8.196,9.1291,1.2937,1.8776,0.7111,1.2159,107.19
0.773,1.5495,8.1955,9.1312,1.2933,1.8784,0.7123,1.2164,107.13
0.7735,1.5494,8.1975,9.1408,1.2944,1.8787,0.7118,1.2154,107.1
0.7738,1.5502,8.1985,9.1385,1.2961,1.8802,0.7119,1.2142,106.97
0.7739,1.5502,8.1998,9.143,1.296,1.8806,0.7111,1.2139,106.91
0.7739,1.5505,8.215,9.1428,1.2953,1.8806,0.7116,1.2137,106.95
0.7735,1.5496,8.209,9.1455,1.2953,1.881,0.7117,1.2132,106.91
0.7734,1.5491,8.2115,9.1473,1.2957,1.8826,0.7108,1.2121,106.89
0.7735,1.5488,8.21,9.145,1.2956,1.8818,0.7112,1.2122,106.88
0.7739,1.5489,8.2115,9.145,1.2961,1.8827,0.7112,1.2124,106.89
0.7738,1.5489,8.215,9.1518,1.2964,1.8826,0.7116,1.2125,106.84
0.7734,1.5488,8.2095,9.1428,1.2962,1.8829,0.7112,1.2133,106.8
0.7741,1.5486,8.211,9.1423,1.296,1.8825,0.7114,1.2145,106.73
0.7744,1.5495,8.209,9.1457,1.2962,1.8833,0.7124,1.2128,106.87
0.7743,1.5494,8.214,9.147,1.2955,1.8833,0.7125,1.2117,106.95
0.7761,1.5491,8.2102,9.155,1.2985,1.8869,0.7141,1.2129,106.83
0.7777,1.5486,8.207,9.1535,1.3016,1.8914,0.7154,1.2109,106.67
0.7734,1.5494,8.2095,9.156,1.3,1.89,0.7126,1.2098,107
0.7733,1.5496,8.2115,9.163,1.2966,1.8879,0.712,1.2103,107.14
0.7738,1.5498,8.2141,9.1617,1.297,1.8891,0.713,1.2098,107.2
0.7735,1.5502,8.2245,9.1643,1.2974,1.889,0.7127,1.2101,107.15
0.7729,1.5505,8.2324,9.1634,1.2968,1.8888,0.7129,1.2097,107.24
0.7729,1.5507,8.2279,9.1637,1.2974,1.8892,0.7126,1.2097,107.24
0.7735,1.5507,8.2352,9.1627,1.2968,1.8885,0.7137,1.2101,107.21
0.7738,1.5507,8.2268,9.1683,1.2971,1.8895,0.7133,1.2099,107.23
0.7736,1.5512,8.2262,9.1699,1.2966,1.8881,0.7139,1.21,107.21
0.7734,1.551,8.2179,9.1683,1.2966,1.889,0.7133,1.2095,107.22
0.7735,1.5507,8.2166,9.167,1.2961,1.8896,0.7125,1.2104,107.2
0.7733,1.5505,8.2172,9.1644,1.2961,1.8907,0.7124,1.2096,107.22
0.7725,1.5506,8.216,9.1683,1.2964,1.8904,0.712,1.2097,107.25
0.7726,1.5512,8.2186,9.1667,1.2964,1.8904,0.712,1.2098,107.14
0.773,1.5513,8.2186,9.173,1.2964,1.8907,0.7124,1.2107,107.16
0.7729,1.551,8.2186,9.1711,1.2965,1.8898,0.7127,1.2103,107.18
0.7732,1.5508,8.2186,9.1714,1.2968,1.8895,0.7119,1.2103,107.18
0.7729,1.5508,8.2186,9.1714,1.2964,1.8892,0.7125,1.2105,107.14
0.7733,1.5515,8.2186,9.1705,1.2965,1.8878,0.7129,1.2106,107.3
0.7732,1.5524,8.2186,9.1714,1.2965,1.8898,0.7132,1.211,107.3
0.7726,1.5519,8.2186,9.1718,1.296,1.8881,0.7125,1.2112,107.4
0.7731,1.5519,8.2186,9.1708,1.2959,1.8875,0.7123,1.2117,107.37
0.7726,1.5519,8.2185,9.1705,1.2956,1.8867,0.712,1.2107,107.42
0.773,1.5518,8.2185,9.169,1.2959,1.8873,0.7121,1.2123,107.42
0.773,1.5522,8.2185,9.1695,1.2958,1.8868,0.7121,1.2124,107.44
0.7732,1.5522,8.2185,9.1666,1.2954,1.8861,0.7117,1.2124,107.51
0.7735,1.5523,8.2185,9.1666,1.2956,1.8865,0.7119,1.2125,107.51
0.7733,1.5522,8.2185,9.1666,1.2957,1.886,0.7121,1.2126,107.53
0.7731,1.552,8.216,9.1678,1.2959,1.8862,0.7117,1.2125,107.48
0.7733,1.5519,8.2135,9.1669,1.296,1.8867,0.712,1.2125,107.52
0.7731,1.5518,8.215,9.1659,1.2966,1.8873,0.7119,1.2121,107.52
0.7737,1.5515,8.208,9.165,1.2967,1.888,0.7121,1.2114,107.49
0.7736,1.5513,8.207,9.1625,1.2975,1.8894,0.7123,1.2113,107.4
0.773,1.5519,8.209,9.1625,1.2966,1.8888,0.7112,1.2117,107.4
0.7736,1.5517,8.212,9.1608,1.2975,1.888,0.711,1.2119,107.28
0.7732,1.5516,8.2048,9.1614,1.2973,1.8873,0.7101,1.2125,107.27
0.7727,1.551,8.1925,9.1605,1.2974,1.887,0.7104,1.2119,107.2
0.7726,1.5515,8.194,9.162,1.2968,1.8872,0.7104,1.215,107.2
0.7719,1.5515,8.191,9.1728,1.2965,1.8873,0.7101,1.2153,107.24
0.7717,1.5514,8.191,9.1695,1.2962,1.888,0.71,1.2154,107.29
0.7713,1.5517,8.1958,9.169,1.2958,1.8879,0.7109,1.2156,107.24
0.7718,1.552,8.195,9.1641,1.2959,1.8873,0.7107,1.2145,107.22
0.7718,1.5521,8.1982,9.1695,1.2961,1.8868,0.7106,1.2133,107.28
0.7718,1.5524,8.199,9.1699,1.2963,1.888,0.711,1.2143,107.28
0.7723,1.5528,8.1965,9.1724,1.2958,1.8884,0.7101,1.2137,107.2
0.7727,1.5524,8.196,9.1739,1.2988,1.8902,0.7114,1.2119,107.34
0.7749,1.5524,8.1992,9.1703,1.3012,1.8943,0.7139,1.2097,106.98
0.773,1.5529,8.2031,9.1753,1.2968,1.8894,0.7111,1.2116,107.12
0.7729,1.553,8.2015,9.1633,1.2961,1.8895,0.7111,1.2149,107.33
0.7703,1.5543,8.1915,9.1728,1.2885,1.8776,0.7095,1.2176,107.63
0.7692,1.554,8.1898,9.1735,1.2886,1.8784,0.7083,1.2156,107.71
0.7693,1.5541,8.189,9.1743,1.2887,1.879,0.7086,1.2156,107.71
0.7697,1.5535,8.1886,9.1716,1.2895,1.8793,0.709,1.2146,107.6
0.7695,1.5531,8.1898,9.1706,1.2893,1.8794,0.7093,1.2153,107.61
0.7703,1.5537,8.1952,9.1731,1.2902,1.8791,0.7094,1.2152,107.6
0.7708,1.554,8.209,9.1709,1.2905,1.8806,0.7113,1.2158,107.64
0.7713,1.5537,8.2056,9.1729,1.291,1.883,0.7107,1.2155,107.67
0.7712,1.5542,8.203,9.1739,1.2901,1.8816,0.7104,1.2161,107.71
0.7705,1.554,8.2095,9.1738,1.2907,1.8814,0.7082,1.2166,107.57
0.7708,1.5536,8.2084,9.1732,1.2901,1.8807,0.7093,1.2159,107.64
0.7714,1.553,8.209,9.173,1.2909,1.8811,0.7091,1.2153,107.58
0.7716,1.553,8.2095,9.1754,1.2908,1.881,0.7096,1.2155,107.59
0.7716,1.553,8.2095,9.1754,1.2914,1.8826,0.7086,1.2146,107.57
0.7716,1.553,8.2095,9.1754,1.292,1.8814,0.7086,1.2176,107.57
0.7716,1.553,8.2095,9.1754,1.2895,1.8791,0.7086,1.2176,107.57
0.77,1.553,8.2095,9.1754,1.2892,1.8791,0.7076,1.216,107.63
0.7698,1.5532,8.2095,9.1754,1.2886,1.8779,0.7069,1.2166,107.74
0.7691,1.5532,8.2095,9.1754,1.289,1.8786,0.7074,1.2163,107.67
0.7699,1.5531,8.199,9.1694,1.2899,1.8798,0.7078,1.2166,107.64
0.7698,1.5531,8.199,9.1694,1.2893,1.8793,0.7079,1.217,107.71
0.7699,1.5535,8.195,9.1741,1.2898,1.8797,0.7078,1.217,107.77
0.77,1.5535,8.1955,9.1726,1.2896,1.8794,0.7088,1.2168,107.73
0.7708,1.5534,8.196,9.1743,1.2901,1.8789,0.7091,1.2167,107.69
0.7708,1.5534,8.196,9.1738,1.2903,1.8793,0.7096,1.217,107.7
0.7709,1.553,8.196,9.1751,1.2898,1.8788,0.7094,1.2169,107.71
0.7709,1.553,8.196,9.1745,1.2899,1.8788,0.7096,1.2165,107.69
0.7706,1.553,8.196,9.1745,1.2897,1.8794,0.7096,1.2165,107.7
0.7709,1.553,8.194,9.1715,1.2895,1.8795,0.7093,1.2165,107.67
0.771,1.5529,8.194,9.1728,1.2898,1.8794,0.7091,1.2165,107.71
0.77,1.553,8.194,9.1714,1.288,1.8771,0.7078,1.2182,107.86
0.7704,1.5525,8.1925,9.1689,1.2885,1.8774,0.7086,1.2175,107.88
0.7706,1.5524,8.1925,9.1679,1.2901,1.8787,0.7091,1.2172,107.84
0.7696,1.5527,8.1973,9.169,1.2886,1.8751,0.709,1.2189,107.93
0.7694,1.5529,8.204,9.1708,1.2889,1.875,0.7084,1.218,107.95
0.7691,1.5533,8.204,9.173,1.2889,1.8742,0.7082,1.2185,107.95
0.7688,1.5536,8.204,9.1723,1.2884,1.8751,0.7078,1.2186,108.04
0.7684,1.5537,8.198,9.1724,1.2885,1.8756,0.7079,1.2178,108.15
0.7689,1.5537,8.2018,9.1711,1.2891,1.8755,0.7078,1.2176,108.11
0.7684,1.5535,8.2023,9.172,1.2883,1.8745,0.707,1.2176,108.15
0.7685,1.553,8.205,9.1729,1.289,1.8753,0.7077,1.2175,108.05
0.768,1.5534,8.204,9.1745,1.2882,1.8755,0.7072,1.2171,108.08
0.7682,1.5536,8.1968,9.1836,1.2886,1.8751,0.7077,1.2187,108.09
0.7669,1.5532,8.1925,9.181,1.2876,1.8749,0.7069,1.2185,108.16
0.7664,1.5534,8.1878,9.1815,1.2854,1.8725,0.7064,1.2197,108.23
0.767,1.5532,8.1913,9.181,1.285,1.8743,0.7064,1.2195,108.25
0.7659,1.5539,8.1825,9.1769,1.2832,1.8725,0.7042,1.2208,108.36
0.7666,1.5544,8.1937,9.1789,1.2827,1.8723,0.7058,1.2218,108.35
0.7664,1.5544,8.1948,9.176,1.2825,1.8722,0.706,1.2213,108.36
